url,count,average,90th percentile,80th percentile
/api/1/linearlocation/,4,355.5,1099,1099
/api/1/vmsmessages/8125/image/,2,47.5,70,70
/api/1/vmsmessages/8084/image/,2,95.0,168,168
/api/1/vmsmessages/8159/image,1,22.0,22,22
/api/1/vmsdevice/83/,8,68.25,95,95
/api/1/rootcause/122/,4,29.25,37,37
/api/1/permissions/,2,204.5,207,207
/api/1/event/5319/event_summary_html/,1,296.0,296,296
/api/1/event/2546/,1,549.0,549,549
/api/1/event/2526/,1,256.0,256,256
/api/1/event/2525/,1,289.0,289,289
/api/1/event/2538/,1,250.0,250,250
/api/1/event/2578/,1,319.0,319,319
/api/1/event/2592/,1,271.0,271,271
/api/1/event/2579/,1,322.0,322,322
/api/1/event/2576/,1,569.0,569,569
/api/1/event/4404/,1,273.0,273,273
/api/1/event/2395/,1,262.0,262,262
/api/1/event/2536/,1,266.0,266,266
/api/1/event/2387/,1,265.0,265,265
/api/1/event/2403/,1,239.0,239,239
/api/1/event/3395/,1,249.0,249,249
/api/1/event/2433/,1,559.0,559,559
/api/1/event/4398/,1,463.0,463,463
/api/1/event/4432/,1,687.0,687,687
/api/1/event/2383/,1,278.0,278,278
/api/1/event/2394,1,320.0,320,320
/api/1/event/2271/,1,270.0,270,270
/api/1/event/2322/,1,302.0,302,302
/api/1/event/2338/,1,323.0,323,323
/api/1/event/2368/,1,293.0,293,293
/api/1/event/2379/,1,222.0,222,222
/api/1/event/2381/,1,276.0,276,276
/api/1/vmsdevice/83/is_editable/,8,26.375,31,31
/api/1/event/2502/,1,270.0,270,270
/api/1/event/2512/,1,222.0,222,222
/api/1/event/2521/,1,370.0,370,370
/api/1/vmsmessages/7736/image/,2,41.5,61,61
/api/1/event/2522/,1,301.0,301,301
/api/1/event/2528/,1,287.0,287,287
/api/1/event/3397/,1,256.0,256,256
/api/1/event/4403/,1,233.0,233,233
/api/1/event/2607/,1,472.0,472,472
/api/1/event/2275/,1,344.0,344,344
/api/1/event/4393/,1,251.0,251,251
/api/1/event/2385/,1,265.0,265,265
/api/1/event/2369/,1,303.0,303,303
/api/1/event/2233/,1,270.0,270,270
/api/1/event/2394/,1,635.0,635,635
/api/1/event/2425/,1,503.0,503,503
/api/1/event/2403,1,31.0,31,31
/api/1/event/2440/,1,385.0,385,385
/api/1/event/2448/,1,462.0,462,462
/api/1/event/2542/,1,290.0,290,290
/api/1/event/2501/,1,273.0,273,273
/api/1/event/3099/,1,244.0,244,244
/api/1/event/2390/,1,270.0,270,270
/api/1/event/3394/,1,296.0,296,296
