url,count,average,90th percentile,80th percentile
/api/1/event/2312/icon/,2,86.0,93,93
/api/1/event/2313/icon/,2,95.0,113,113
/api/1/event/3/icon/,4,80.75,93,93
/api/1/event/4/icon/,2,112.0,114,114
/api/1/event/7/icon/,2,80.5,91,91
/api/1/event/10/icon/,2,82.0,90,90
/api/1/event/18/icon/,2,87.0,89,89
/api/1/event/22/icon/,2,86.0,97,97
/api/1/event/20/icon/,2,74.0,80,80
/api/1/event/27/icon/,2,82.0,94,94
/api/1/event/2113/icon/,2,94.0,97,97
/api/1/event/2221/icon/,2,77.0,80,80
/api/1/techevent/,16,405.375,481,481
/api/1/event/5329/,18,366.1111111111111,757,757
/api/1/respondervehicle/,20,338.05,735,735
/api/1/rootcause/115/,16,29.9375,38,38
/api/1/event/5341/,21,369.8095238095238,579,579
/api/1/event/5329/icon/,1,5008.0,5008,5008
/api/1/eventcause,2,23.5,24,24
/api/1/event/5341/icon/,5,74.8,77,77
/api/1/event/5329,1,22.0,22,22
/api/1/event/5327/response_rule/,1,435.0,435,435
/api/1/vehiclemodel/,5,1491.4,1437,1437
/api/1/event/2401/,2,146.0,223,223
/api/1/specialevent/140/,1,272.0,272,272
/api/1/event/5302/,4,301.5,666,666
/api/1/zone,3,30.333333333333332,46,46
/api/1/event/5223/icon/,1,71.0,71,71
/api/1/event/5331/is_editable/,1,40.0,40,40
/api/1/event/5331/,2,809.0,1484,1484
/api/1/event/5330/response_rule/,1,300.0,300,300
/api/1/junction/19/,4,133.0,139,139
/api/1/sub-categories,1,24.0,24,24
/api/1/event/5330/icon/,12,73.91666666666667,83,83
/api/1/intercomdevice/1791/,5,72.2,90,90
/api/1/junction/14/,12,103.0,132,132
/api/1/usernotification/GetNotification,4,24.75,29,29
/api/1/atcc,1,23.0,23,23
/junction-management/api/1/eventcause/,2,322.5,426,426
/api/1/junction/21/,1,163.0,163,163
/api/1/junctionarm/21/,1,74.0,74,74
/api/1/junction/13/,1,121.0,121,121
/api/1/intercomdevice/1786/,1,90.0,90,90
/api/1/junction/20/,8,130.0,182,182
/api/1/pollution/156/GetPollutionImage/,72,333.18055555555554,708,708
/api/1/api-token-auth/,3,92.66666666666667,140,140
/api/1/event/5334/,5,602.0,616,616
/api/1/hotlistvehicle/441/audit_log/,2,325.0,400,400
/api/1/event/5330/is_editable/,6,43.5,46,46
/api/1/event/2270/icon/,2,70.5,75,75
/api/1/event/2248/icon/,2,70.0,72,72
/api/1/event/2284/icon/,2,77.0,79,79
/api/1/event/2289/icon/,2,70.0,71,71
/api/1/event/2292/icon/,2,76.0,82,82
/api/1/event/2303/icon/,2,75.0,78,78
/api/1/event/2305/icon/,2,67.5,68,68
/api/1/event/2310/icon/,2,70.5,74,74
/api/1/event/2311/icon/,2,78.0,81,81
/api/1/event/11/icon/,2,88.5,89,89
/api/1/event/21/icon/,2,76.5,80,80
/api/1/event/25/icon/,2,75.0,78,78
/api/1/event/24/icon/,2,88.0,92,92
/api/1/event/2106/icon/,2,87.5,91,91
/api/1/event/2210/icon/,2,77.5,88,88
/api/1/event/2211/icon/,2,97.0,105,105
/api/1/event/2217/icon/,2,77.5,79,79
/api/1/event/2224/icon/,2,79.0,85,85
/api/1/event/2226/icon/,2,94.5,99,99
/api/1/event/2232/icon/,2,69.0,71,71
/api/1/event/2236/icon/,2,50.0,50,50
/api/1/event/2238/icon/,2,47.5,49,49
/api/1/event/2237/icon/,2,50.0,52,52
/api/1/event/2241/icon/,2,52.5,57,57
/api/1/device/1225/is_editable/,1,33.0,33,33
/api/1/event/4010/is_editable/,1,36.0,36,36
/api/1/event/4010/response_rule/,1,302.0,302,302
/api/1/vmsdevice/63/image/,1,36.0,36,36
/api/1/responseplan,1,26.0,26,26
/api/1/sub_area/,18,43.111111111111114,54,54
/api/1/event/5334/is_editable/,2,53.5,64,64
/api/1/vissim_status/,12,125.0,164,164
/api/1/vissim/,11,75.72727272727273,96,96
/api/1/getatccdata/GetAtccData/,50,207.78,693,693
/api/1/junctionarm/90/,3,68.33333333333333,70,70
/api/1/junction/11/,3,117.66666666666667,124,124
/api/1/streetmanagement-backend/GetFileName/,4,299.75,1095,1095
/api/1/event/5279/is_editable/,5,49.0,43,43
/api/1/event/5279/response_rule/,2,470.5,595,595
/api/1/trafficpolicestation/26/,2,37.0,53,53
/api/1/event/5335/,24,390.0416666666667,682,682
/api/1/event/5335/is_editable/,11,39.63636363636363,47,47
/api/1/vmsmessages/8220/image,2,25.5,28,28
/api/1/reports/thematic_crime/,13,36.38461538461539,44,44
/api/1/event/2245/icon/,2,83.5,91,91
/api/1/event/2280/icon/,2,73.5,74,74
/api/1/event/2285/icon/,2,71.5,72,72
/api/1/event/2298/icon/,2,72.5,75,75
/api/1/event/2304/icon/,2,71.5,74,74
/api/1/event/2308/icon/,2,90.0,102,102
/api/1/event/6/icon/,2,108.0,114,114
/api/1/event/9/icon/,2,76.5,82,82
/api/1/event/14/icon/,2,72.5,75,75
/api/1/event/13/icon/,2,81.0,93,93
/api/1/event/2108/icon/,2,76.5,78,78
/api/1/event/2213/icon/,2,79.5,86,86
/api/1/event/2216/icon/,2,92.0,103,103
/api/1/event/2222/icon/,2,84.5,97,97
/api/1/event/2225/icon/,2,78.5,81,81
/api/1/usernotification/465387/,1,115.0,115,115
/api/1/event/5336/,2,695.0,1269,1269
/api/1/traffixcase/69/,7,400.0,511,511
/api/1/event/2521/,3,382.6666666666667,440,440
/api/1/event/2330/,3,359.3333333333333,522,522
/api/1/event/2384/,3,371.0,567,567
/api/1/event/2390/,3,295.0,342,342
/api/1/event/2222,1,25.0,25,25
/api/1/event/2536/,3,328.6666666666667,393,393
/api/1/event/2466/,3,353.0,443,443
/api/1/usernotification/466589/,1,88.0,88,88
/api/1/event/5241/,5,495.8,600,600
/api/1/event/5241/is_editable/,4,45.0,76,76
/street-management/api/1/eventcause/,1,225.0,225,225
/api/1/junctionarm/116/,22,44.63636363636363,69,69
/planned-events-management/api/1/eventcause/,7,356.14285714285717,239,239
/api/1/event/6/,5,547.0,601,601
/api/1/hotlistvehicle/439/audit_log/,1,144.0,144,144
/api/1/misc/get_route,1,25.0,25,25
/api/1/usernotification/466355/,1,70.0,70,70
/api/1/traffixcase/94/,1,144.0,144,144
/api/1/groups/3/,14,39.857142857142854,51,51
/api/1/vmsdevice/49/is_editable/,4,34.25,37,37
/api/1/vmsmessages/8129/image/,68,95.8529411764706,184,184
/api/1/pollution/83/GetPollutionImage/,9,452.3333333333333,715,715
/api/1/rootcause/110/,8,30.125,37,37
/api/1/vmsdevice/49/,3,89.66666666666667,122,122
/api/1/vmsdevice/12/,1,154.0,154,154
/api/1/specialeventdiary/130/,4,78.75,124,124
/api/1/pollution/76/GetPollutionImage/,6,278.8333333333333,533,533
/api/1/event,2,24.0,25,25
/api/1/device/1256/is_editable/,10,31.8,42,42
/api/1/event/5220/icon/,3,54.666666666666664,70,70
/api/1/event/2401/is_editable/,1,44.0,44,44
/api/1/hotlistvehicle/440/,2,141.5,142,142
/api/1/usernotification/464978/,3,101.66666666666667,148,148
/api/1/webappnotification/55615/,4,140.25,185,185
/api/1/event/2223/icon/,2,77.5,78,78
/api/1/event/2227/icon/,2,84.0,85,85
/api/1/event/2243/icon/,2,81.5,92,92
/api/1/event/2249/icon/,2,84.5,89,89
/api/1/vmsdevice/publish_message,1,28.0,28,28
